SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,PlacementStatus,IsAnomaly,Salary Package,Gender_Female,Gender_Male,City_Ahmedabad,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kochi,City_Kolkata,City_Mumbai,City_Pune,CollegeTier_Tier1,CollegeTier_Tier2,CollegeTier_Tier3,Stream_CS,Stream_Civil,Stream_ECE,Stream_EE,Stream_IT,Stream_Mechanical,Specialisation_AI,Specialisation_DataScience,Specialisation_Embedded,Specialisation_Networking,Hostel_No,Hostel_Yes,HistoryOfBacklogs_No,HistoryOfBacklogs_Yes,CGPA_Tier_High,CGPA_Tier_Low,CGPA_Tier_Mid
4.37,4.0,4.0,4.0,4.0,4.0,4.04,4.14,4.1,64.5,0,0,0.0,1,0,41.1,1.7,27.2,38.3,1,0,0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
6.61,6.27,6.94,5.68,6.53,6.16,6.28,6.17,6.27,59.1,0,0,0.0,0,0,47.7,1.7,27.6,34.6,1,0,0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
6.21,6.56,6.33,6.17,6.65,6.34,6.56,6.49,6.35,79.0,1,2,2.0,2,1,62.3,3.2,60.0,50.9,1,1,0,6.24,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
7.83,8.11,8.74,8.28,8.52,7.33,8.36,7.73,4.22,50.97704097,1,2,1.0,1,0,33.4,1.8,2.5,55.7,0,1,1,18.53,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
5.64,5.63,5.28,6.26,5.55,5.5,5.05,5.52,5.53,66.1,0,0,1.0,0,0,49.2,2.0,24.2,32.1,0,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
8.22,7.97,8.21,7.86,7.6,8.14,8.02,7.98,8.06,91.6,1,2,2.0,1,0,72.7,2.7,56.5,56.2,0,1,0,18.05,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False
6.4,5.81,6.18,6.29,6.67,5.74,6.24,6.26,6.17,76.8,1,1,2.0,1,1,56.2,3.3,59.1,55.5,0,0,0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False
8.06,7.39,7.22,6.99,7.46,7.47,7.08,7.59,7.33,67.6,1,2,1.0,2,0,83.4,2.6,47.9,48.9,1,1,0,9.03,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True
7.4,8.09,7.46,7.97,7.95,6.58,7.53,7.42,7.56,85.5,1,1,1.0,2,0,78.2,2.5,55.1,58.6,0,1,0,12.15,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True
6.48,6.17,6.6,6.49,6.38,6.5,6.06,6.17,6.31,72.5,1,3,2.0,1,0,63.9,3.7,57.7,48.5,0,1,0,3.29,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
7.32,6.85,6.83,7.13,7.26,6.97,6.8,6.72,6.99,87.9,1,1,2.0,2,1,58.1,4.1,58.1,54.7,0,0,0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
7.8,7.49,7.37,7.96,7.66,7.22,7.67,7.84,7.55,90.2,1,2,1.0,2,1,57.6,1.6,63.3,54.3,0,1,0,8.54,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
7.16,6.33,6.66,6.43,6.16,6.43,6.67,6.12,6.45,73.1,0,1,1.0,1,0,59.5,3.3,59.7,45.1,0,0,0,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
6.68,6.01,6.09,5.6,6.01,6.77,5.84,5.74,6.07,68.4,1,2,1.0,2,0,64.3,2.0,57.3,57.0,1,1,0,5.51,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False
7.79,7.29,7.55,7.75,7.87,7.54,7.66,7.21,7.48,60.6,0,1,0.0,1,0,50.2,1.4,28.5,29.8,1,0,0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
5.21,5.84,5.4,5.38,5.84,5.57,5.68,5.22,5.54,61.4,0,1,0.0,1,0,48.8,3.2,27.5,30.7,1,0,0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False
7.57,8.83,7.82,8.5,8.58,8.52,8.33,8.97,8.4,65.2,2,3,2.0,3,2,89.6,4.3,78.6,82.2,1,1,0,22.31,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
9.29,9.27,9.11,9.39,9.34,9.05,9.84,9.44,9.44,82.7,2,4,3.0,3,2,87.8,3.5,91.8,54.7,1,1,0,18.65,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
7.15,7.61,7.2,7.47,6.93,7.0,6.53,7.24,7.33,73.8,1,2,1.0,2,0,76.6,2.8,62.1,46.9,1,0,0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True
8.92,8.86,9.0,8.7,9.03,8.99,8.36,8.72,8.81,84.0,0,2,1.0,2,1,68.0,2.9,65.2,50.3,1,1,0,18.22,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
7.98,7.98,8.57,8.51,8.11,8.28,8.49,8.57,8.33,81.4,2,3,4.0,3,2,90.9,3.8,79.6,67.4,0,1,0,18.53,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False
9.85,8.78,9.82,9.22,9.54,10.0,10.0,9.95,9.54,100.0,2,2,4.0,2,2,89.6,2.8,75.5,73.7,1,1,0,18.22,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
4.32,4.63,4.59,4.69,4.29,4.24,4.41,4.0,4.44,57.8,0,1,1.0,0,0,39.1,1.6,27.6,30.0,1,0,0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False
6.68,6.92,6.61,6.89,6.57,6.92,6.87,6.7,6.8,76.4,1,2,1.0,2,1,78.2,2.5,68.4,44.9,1,1,0,8.73,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
6.45,6.64,7.03,6.8,6.56,6.39,6.56,6.4,6.61,79.9,1,2,1.0,2,1,63.5,3.2,52.0,48.6,0,0,0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
6.27,6.84,5.81,6.67,5.98,5.85,5.69,6.17,6.34,77.4,1,2,2.0,2,1,69.9,3.2,44.1,59.5,1,0,0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
8.18,8.56,7.91,8.33,8.1,8.19,7.99,8.4,8.32,71.1,1,2,2.0,2,1,59.2,2.1,68.1,58.6,1,1,0,18.77,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
7.99,7.73,7.88,8.32,7.98,8.2,8.12,8.43,8.01,93.3,2,3,3.0,4,2,87.2,3.4,63.3,67.8,1,1,0,22.54,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False
8.37,7.91,7.93,7.95,7.93,8.07,8.19,7.74,8.02,86.0,1,2,2.0,2,1,59.7,3.7,41.0,53.7,0,1,0,18.27,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False
8.59,8.47,8.13,7.7,9.05,8.68,8.4,8.6,8.45,96.5,2,2,2.0,3,2,73.2,4.8,85.1,69.5,1,1,0,22.17,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
6.95,7.24,6.75,6.47,6.95,6.75,6.6,6.75,6.73,71.3,1,2,2.0,2,0,80.2,2.3,61.0,57.4,0,0,0,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True
9.73,9.92,10.0,10.0,10.0,10.0,10.0,10.0,9.92,87.1,1,3,3.0,3,1,69.9,5.0,57.7,58.3,1,1,0,18.1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False
6.24,5.87,5.87,5.86,6.68,5.99,6.49,6.28,6.18,77.9,1,1,2.0,2,0,74.9,3.6,54.8,61.8,0,0,0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False
6.35,5.62,5.76,6.07,5.68,6.15,5.6,6.25,5.73,69.1,0,2,2.0,2,0,58.2,2.8,61.9,59.8,1,0,0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
6.0,6.27,5.77,6.11,6.12,6.14,6.19,5.81,6.1,81.2,1,3,1.0,1,1,54.8,3.1,61.0,51.3,0,0,0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False
7.59,8.02,7.84,7.95,7.38,7.82,8.53,7.94,7.97,83.6,2,3,2.0,3,1,84.6,4.0,73.6,54.7,1,1,0,8.82,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
8.32,8.38,8.49,8.56,8.7,8.89,9.03,8.91,8.56,84.0,1,4,4.0,3,1,84.5,3.8,57.7,68.6,0,1,0,18.03,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
6.53,6.22,6.25,6.44,6.17,6.29,6.56,6.58,6.5,90.4,1,1,2.0,2,1,71.1,2.4,47.9,52.6,1,0,0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
9.42,8.99,8.84,9.1,9.27,8.84,9.49,9.16,8.93,69.3,2,3,4.0,3,1,81.7,3.2,61.2,70.8,0,1,0,18.81,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
8.83,8.74,9.11,9.59,9.04,9.08,9.47,9.36,8.96,93.1,2,4,3.0,4,2,60.1,4.9,90.2,85.6,1,1,0,22.53,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False
6.5,6.12,5.31,6.5,6.35,6.42,6.09,6.15,6.2,80.2,1,2,2.0,0,0,68.6,2.7,53.1,53.7,0,0,0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
6.48,5.61,6.22,6.31,6.39,6.62,6.48,6.11,6.26,74.7,1,1,2.0,2,1,67.8,2.6,54.0,34.5,0,0,0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
8.97,8.58,8.67,8.9,9.59,8.64,9.34,9.14,8.98,82.8,1,3,2.0,4,1,77.8,3.3,95.1,78.1,1,1,0,22.73,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False
8.58,8.34,8.43,8.19,7.78,8.53,8.16,8.32,8.3,78.1,1,2,2.0,1,1,64.8,3.2,48.6,61.2,1,1,0,18.4,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False
5.97,6.6,5.51,5.81,6.22,5.87,5.88,5.29,5.98,66.9,0,0,2.0,0,0,50.5,2.6,21.6,30.5,0,0,0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
4.0,4.0,4.05,4.0,4.0,4.0,4.0,4.0,4.05,55.1,0,1,0.0,1,0,53.5,2.4,24.4,23.1,0,0,0,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False
6.4,7.06,6.63,6.89,7.09,6.65,6.85,7.35,6.69,69.5,1,4,2.0,3,2,92.5,3.3,85.2,67.6,1,1,0,8.43,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
6.39,6.3,6.58,6.16,6.2,7.01,6.42,5.73,6.27,59.4,0,0,1.0,0,0,47.5,2.2,29.8,23.4,1,0,0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
8.57,8.78,8.7,9.24,9.08,9.2,9.01,9.07,8.94,74.4,0,2,2.0,1,1,60.1,3.9,55.9,47.3,0,1,0,18.97,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False
4.85,5.21,4.91,5.2,4.94,4.97,4.86,4.37,4.98,58.0,1,0,1.0,0,0,56.7,2.0,25.5,28.2,1,0,0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False
5.96,6.04,5.71,5.86,5.54,5.56,5.9,5.66,5.93,76.4,1,2,1.0,1,1,77.8,2.8,59.5,53.0,0,0,0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
5.86,6.33,6.02,6.46,6.4,6.2,6.51,6.87,6.3,87.6,1,2,1.0,1,0,62.6,3.2,54.1,59.4,0,1,0,3.77,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
5.55,6.04,5.94,5.92,6.09,6.09,5.31,5.5,5.87,70.9,0,1,2.0,1,0,66.0,2.6,50.2,50.9,0,0,0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
7.61,7.27,7.5,7.48,7.75,7.5,7.24,7.15,7.56,73.0,1,1,1.0,2,0,68.4,2.2,62.0,44.6,0,1,0,8.74,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True
6.55,6.85,6.63,6.28,6.27,6.54,6.73,6.58,6.57,68.4,1,2,2.0,3,0,67.0,3.2,53.6,53.9,1,1,0,8.84,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
8.34,9.16,8.25,8.82,9.21,9.13,8.65,9.05,8.97,94.3,3,3,4.0,3,1,83.0,4.1,79.7,77.0,1,1,0,22.04,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
8.91,9.03,8.44,9.36,8.79,8.74,8.31,9.6,8.82,88.3,1,3,3.0,4,2,71.0,5.0,75.8,80.2,1,1,0,22.03,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False
5.77,5.74,5.83,6.14,5.88,5.61,5.69,5.84,5.74,77.0,1,2,3.0,3,1,79.9,2.0,51.4,45.7,0,1,0,5.99,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
5.46,5.37,5.28,5.32,5.41,5.24,5.34,5.27,5.21,53.8,1,0,1.0,0,0,40.8,2.3,30.3,25.7,1,0,0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
8.95,8.98,9.38,9.04,9.16,8.74,9.14,8.75,8.91,84.4,1,2,1.0,1,1,62.5,3.3,50.4,59.0,1,1,0,22.73,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False
7.49,7.57,7.53,7.53,7.66,7.7,7.56,7.55,7.51,79.7,0,1,2.0,2,1,61.0,2.9,55.1,57.1,0,1,0,8.84,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True
5.64,5.61,6.49,5.5,6.01,5.77,5.67,5.63,5.78,78.1,2,2,1.0,2,1,69.6,3.1,54.1,49.6,1,1,0,4.98,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
9.85,9.69,9.89,9.8,9.89,10.0,10.0,10.0,9.7,85.8,2,2,2.0,3,1,85.4,3.7,75.3,86.7,1,1,0,25.65,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False
8.82,8.52,8.7,9.15,8.68,9.13,8.56,8.67,8.94,76.2,1,2,1.0,2,1,75.2,3.6,56.8,62.8,1,1,0,22.42,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False
5.83,5.85,5.69,5.51,5.96,5.67,6.17,5.68,5.75,83.6,1,1,2.0,2,1,46.3,2.6,53.0,46.4,1,0,0,0.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
5.9,5.89,5.62,5.37,5.69,6.12,5.31,5.74,5.65,63.8,0,1,2.0,0,0,55.0,1.3,26.3,54.7,0,0,0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False
9.32,9.46,9.74,9.42,9.66,9.49,10.0,9.38,9.64,82.2,2,3,2.0,3,1,72.2,4.5,83.6,50.5,1,1,0,25.63,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False
7.81,7.12,7.81,7.71,7.57,7.63,7.42,7.89,7.64,82.2,2,2,1.0,2,0,56.8,3.4,51.1,50.1,1,1,0,8.71,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True
9.59,10.0,10.0,10.0,10.0,10.0,9.48,10.0,9.73,100.0,2,4,2.0,4,2,97.1,3.8,90.3,75.6,1,1,0,25.13,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False
7.26,6.98,7.08,7.28,7.22,6.92,7.01,7.71,7.18,78.3,1,3,3.0,4,2,91.2,4.6,72.5,71.8,0,1,0,8.65,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
10.0,9.52,9.88,9.67,9.51,9.59,9.69,9.76,9.68,90.5,1,1,2.0,2,0,58.7,2.8,60.1,54.8,0,1,0,18.6,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
5.93,7.63,6.7,6.86,6.9,7.11,7.7,7.05,6.8,67.3,1,2,2.0,2,1,68.4,2.3,49.5,62.0,0,0,0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
7.46,7.54,7.0,7.23,7.1,7.02,7.37,7.39,7.33,72.7,2,3,2.0,3,2,77.2,3.5,82.4,71.6,0,1,0,8.45,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
9.35,9.03,9.18,8.78,9.47,9.68,9.45,9.28,9.89,81.5,3,5,3.0,3,1,99.1,4.8,99.8,63.5,1,1,1,25.7,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False
6.82,5.97,6.91,7.24,7.08,6.81,6.79,7.0,6.97,75.6,1,2,2.0,2,0,66.3,2.3,47.9,58.1,0,1,0,8.91,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
4.61,4.62,5.71,5.15,5.48,5.45,4.83,4.71,5.13,54.8,0,1,0.0,1,0,53.9,2.4,28.5,33.3,0,0,0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False
9.97,9.92,10.0,10.0,10.0,10.0,10.0,10.0,9.84,91.1,2,2,2.0,3,1,83.9,5.0,85.3,54.7,1,1,0,18.57,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False
6.96,6.72,7.41,7.7,6.62,6.96,7.33,7.07,7.23,84.2,1,1,2.0,2,0,65.6,2.0,55.0,63.7,1,1,0,8.18,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True
8.2,8.32,7.96,8.16,8.06,8.49,8.53,8.65,8.11,87.7,2,3,2.0,3,1,90.3,3.6,87.6,78.9,0,1,0,18.11,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
7.26,7.16,7.14,7.1,6.96,6.84,6.87,6.36,6.61,56.6,0,0,1.0,0,0,58.4,1.5,26.2,29.6,1,0,0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
9.75,9.46,9.46,9.16,9.83,9.52,9.8,9.3,9.37,81.0,1,2,2.0,2,0,66.5,1.9,64.0,41.1,1,1,0,18.21,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
5.35,4.91,4.97,5.33,5.69,4.57,5.03,5.24,5.17,63.1,0,0,1.0,1,0,57.0,1.9,33.0,29.1,0,0,0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
7.4,7.23,7.39,7.5,8.26,7.76,7.71,7.55,7.7,87.5,2,4,4.0,3,1,81.1,3.1,77.7,57.3,0,1,0,9.38,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
9.12,8.63,8.68,9.18,8.73,8.55,8.22,8.62,8.8,83.4,1,2,2.0,1,0,63.5,2.3,54.9,52.0,1,1,0,18.28,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
6.25,6.77,6.77,6.55,6.78,6.23,6.08,6.57,6.35,70.7,1,2,1.0,1,1,59.3,2.9,58.8,51.8,0,0,0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False
5.97,6.52,6.76,6.89,7.05,6.56,6.74,6.5,6.64,100.0,1,4,4.0,3,1,69.9,4.6,74.3,73.9,1,1,0,10.87,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True
8.84,8.78,9.23,9.35,8.76,9.29,9.52,9.23,9.1,80.6,2,2,4.0,2,1,96.5,4.2,76.4,62.9,1,1,0,25.2,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
7.25,7.55,7.97,7.71,7.58,6.4,7.52,7.64,7.45,69.7,1,1,2.0,2,1,69.7,3.5,58.6,50.6,0,1,0,8.38,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
7.81,7.85,8.41,8.21,8.08,7.58,8.25,8.19,8.18,97.7,1,2,2.0,2,1,67.2,2.5,50.5,43.7,1,1,0,18.32,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False
8.47,8.27,8.52,8.46,8.81,8.11,9.03,8.25,8.58,88.8,2,4,2.0,2,1,86.8,4.4,77.2,76.6,1,1,0,22.8,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False
6.37,6.25,6.77,7.09,6.21,6.43,6.78,6.81,6.44,74.6,0,3,2.0,2,0,70.2,2.3,42.7,48.3,0,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False
8.09,7.97,8.0,8.0,8.14,8.2,8.48,8.68,8.2,81.1,1,2,4.0,5,1,69.9,5.0,98.6,80.1,1,1,0,22.04,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False
9.14,9.91,9.73,9.67,9.84,10.0,9.58,10.0,9.84,87.1,2,3,3.0,4,2,69.4,4.3,77.6,65.5,1,1,0,25.57,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False
5.49,5.98,5.46,5.13,6.08,6.05,5.78,5.58,5.78,74.5,1,1,2.0,1,0,58.8,3.1,59.5,57.1,0,1,0,4.28,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
8.64,8.45,8.69,8.28,8.28,8.79,8.4,9.45,8.6,98.7,1,4,3.0,3,1,69.9,5.0,59.6,72.5,1,1,0,22.5,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False
